"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"26479",0,NA,0,0,0,0,0,0,0,0,115336,20100531,2009,20100531,"FDX1","31399X002",NA,NA,NA,NA
"26834",0,NA,0,0,0,0,0,0,0,0,117981,20100131,2009,20100131,"BLKIA","07784H109",1.416425,772.576,5,15
"26992",0,NA,0,0,0,0,0,0,0,0,119474,20100131,2009,20100131,"DLIAQ","246911101",1.88804469273743,56.04311,5,7
"NA.2910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27737",0,NA,0,0,0,0,0,0,0,0,125376,20100331,2009,20100331,"PGTK","694347105",NA,NA,NA,NA
"28114",0,NA,0,0,0,0,0,0,0,0,127383,20100430,2009,20100430,"WPCS","92931L302",2.75720125786163,22.1169,5,4
"28439",0,NA,0,0,0,0,0,0,0,0,133471,20100531,2009,20100531,"OROXF","687196105",2.5453164556962,25.59442,5,5
"28673",0,NA,0,0,0,0,0,0,0,0,136364,20100331,2009,20100331,"IWB","464287622",NA,5369.922,NA,18
"28698",0,NA,0,0,0,0,0,0,0,0,136445,20100430,2009,20100430,"IYF","464287788",NA,576.081,NA,14
"28795",0,NA,0,0,0,0,0,0,0,0,136905,20100430,2009,20100430,"IDU","464287697",NA,468.279,NA,14
"28917",0,NA,0,0,0,0,0,0,0,0,137373,20100331,2009,20100331,"CPST","14067D102",0.151023622047244,307.4924,1,12
"29068",0,NA,0,0,0,0,0,0,0,0,138261,20100331,2009,20100331,"IUSV","464287663",NA,372.3255,NA,13
"NA.3212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.3310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29576",0,NA,0,0,0,0,0,0,0,0,141001,20100131,2009,20100131,"UTIW","G87210103",0.571238164603059,1385.37073,3,16
"29801",0,NA,0,0,0,0,0,0,0,0,142064,20100531,2009,20100531,"NFM","67069R107",NA,59.9742,NA,7
"29829",0,NA,0,0,0,0,0,0,0,0,142131,20100531,2009,20100531,"NMB","67069P101",NA,27.6783,NA,5
"29971",0,NA,0,0,0,0,0,0,0,0,142698,20100430,2009,20100430,"INVA","45776L308",-2.84875,2.92968,1,1
"30293",0,NA,0,0,0,0,0,0,0,0,144101,20100331,2009,20100331,"EXNT","29411J100",-0.587142857142857,2.52756,1,1
"30346",0,NA,0,0,0,0,0,0,0,0,144382,20100228,2009,20100228,"NEPT","64077P108",0.101014492753623,79.14645,1,8
"30651",0,NA,0,0,0,0,0,0,0,0,145411,20100531,2009,20100531,"NZX","67070T100",NA,29.88942,NA,5
"30776",0,NA,0,0,0,0,0,0,0,0,146072,20100331,2009,20100331,"SIPN","784277105",0,0.00625,1,1
"30800",0,NA,0,0,0,0,0,0,0,0,146080,20100331,2009,20100331,"IXC","464287341",NA,1071.105,NA,16
"31164",0,NA,0,0,0,0,0,0,0,0,147661,20100131,2009,20100131,"ARO","007865108",0.210814837336576,2060.98607,2,17
"31394",0,NA,0,0,0,0,0,0,0,0,148440,20100331,2009,20100331,"PHT","72369H106",NA,423.50368,NA,13
"31885",0,NA,0,0,0,0,0,0,0,0,150726,20100531,2009,20100531,"NII","67072D103",NA,62.39324,NA,7
"32043",0,NA,0,0,0,0,0,0,0,0,151576,20100531,2009,20100531,"NGX","67072F108",NA,43.02775,NA,6
"NA.3710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32435",0,NA,0,0,0,0,0,0,0,0,154118,20100430,2009,20100430,"EVV","27828H105",NA,1945.4536,NA,17
"32649",0,NA,0,0,0,0,0,0,0,0,155324,20100228,2009,20100228,"NCZ","018825109",NA,525.54744,NA,14
"32923",0,NA,0,0,0,0,0,0,0,0,156614,20100131,2009,20100131,"CONN","208242107",2.72642348754448,126.29264,5,9
"33168",0,NA,0,0,0,0,0,0,0,0,157642,20100228,2009,20100228,"TIP","464287176",NA,19867.592,NA,20
"33939",0,NA,0,0,0,0,0,0,0,0,160861,20100331,2009,20100331,"0089A","76166Z003",NA,NA,NA,NA
"34192",0,NA,0,0,0,0,0,0,0,0,161869,20100531,2009,20100531,"PEDH","711026104",1.66769230769231,3.48036,5,2
"34358",0,NA,0,0,0,0,0,0,0,0,162205,20100531,2009,20100531,"MWSNF","57776G106",1.13030303030303,14.09001,5,4
"34656",0,NA,0,0,0,0,0,0,0,0,162726,20100430,2009,20100430,"GMVI","379381106",-0.930817610062893,0.665256,1,1
"34905",0,NA,0,0,0,0,0,0,0,0,163051,20100131,2009,20100131,"CTRN","17306X102",0.395367812399615,458.66942,2,14
"35375",0,NA,0,0,0,0,0,0,0,0,163975,20100331,2009,20100331,"HOKUQ","434711107",0.756666666666667,141.52332,4,10
"36864",0,NA,0,0,0,0,0,0,0,0,166491,20100331,2009,20100331,"IGC","45408X308",1.63034188034188,15.19713,5,4
"37881",0,NA,0,0,0,0,0,0,0,0,171141,20100131,2009,20100131,"FIVE","33829M101",NA,NA,NA,NA
"38031",0,NA,0,0,0,0,0,0,0,0,174095,20100331,2009,20100331,"GLO","18914E106",NA,674.65048,NA,15
"38384",0,NA,0,0,0,0,0,0,0,0,174845,20100331,2009,20100331,"DHS","97717W208",NA,122.85,NA,9
"38419",0,NA,0,0,0,0,0,0,0,0,174856,20100331,2009,20100331,"DXJ","97717W851",NA,54.912,NA,7
"38444",0,NA,0,0,0,0,0,0,0,0,174861,20100331,2009,20100331,"DTD","97717W109",NA,130.8755,NA,9
"39397",0,NA,0,0,0,0,0,0,0,0,175887,20100228,2009,20100228,"IRR","92913C106",NA,373.35799,NA,13
"39866",0,NA,0,0,0,0,0,0,0,0,176318,20100331,2009,20100331,"FURAF","33744R508",1.26908396946565,218.56957,5,11
"NA.5212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40665",0,NA,0,0,0,0,0,0,0,0,176946,20100331,2009,20100331,"PEQ.","25531P109",1.00137777777778,4.338,4,2
"NA.5310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41373",0,NA,0,0,0,0,0,0,0,0,177551,20100331,2009,20100331,"URGYF","91330C202",0.681290322580645,1.55465,4,1
"41668",0,NA,0,0,0,0,0,0,0,0,177871,20100331,2009,20100331,"VRTU","92827P102",0.752318137730359,241.64578,4,11
"41826",0,NA,0,0,0,0,0,0,0,0,178015,20100131,2009,20100131,"LULU","550021109",0.117071529745042,1991.17416,1,17
"42804",0,NA,0,0,0,0,0,0,0,0,179058,20100331,2009,20100331,"OESX","686275108",0.797244897959184,109.9658,4,9
"43140",0,NA,0,0,0,0,0,0,0,0,179300,20100331,2009,20100331,"ATAI","00211V106",0.565186104218362,89.55063,3,8
"43425",0,NA,0,0,0,0,0,0,0,0,179624,20100331,2009,20100331,"CJJD","16949A206",0.185422222222222,90,1,8
"44043",0,NA,0,0,0,0,0,0,0,0,180353,20100131,2009,20100131,"NTGSF","38116P105",2.14625,3.77944,5,2
"NA.5810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44657",0,NA,0,0,0,0,0,0,0,0,181790,20100331,2009,20100331,"CLTR","19189X100",-0.0253333333333333,10.9674,1,3
"45216",0,NA,0,0,0,0,0,0,0,0,182972,20100531,2009,20100531,"CADIF","127527885",0.880833333333333,15.36336,4,4
"45582",0,NA,0,0,0,0,0,0,0,0,183316,20100331,2009,20100331,"HELOF","423274109",0.192164948453608,37.748035,1,6
"46089",0,NA,0,0,0,0,0,0,0,0,183772,20100531,2009,20100531,"PRFC","29414G103",-0.00076,136.4325,1,9
"46699",0,NA,0,0,0,0,0,0,0,0,184165,20100331,2009,20100331,"3CRGC","21201Q105",NA,NA,NA,NA
"47167",0,NA,0,0,0,0,0,0,0,0,184466,20100331,2009,20100331,"LNDT","52989W105",NA,NA,NA,NA
"NA.6810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48891",0,NA,0,0,0,0,0,0,0,0,185733,20100228,2009,20100228,"XRS","874080104",NA,NA,NA,NA
"49168",0,NA,0,0,0,0,0,0,0,0,185944,20100331,2009,20100331,"MOBI","83084G109",NA,NA,NA,NA
"49759",0,NA,0,0,0,0,0,0,0,0,186360,20100331,2009,20100331,"THR","88362T103",NA,NA,NA,NA
"50017",0,NA,0,0,0,0,0,0,0,0,186647,20100430,2009,20100430,"NSRS","662546209",NA,NA,NA,NA
"50183",0,NA,0,0,0,0,0,0,0,0,186778,20100531,2009,20100531,"SVROF","82808Q104",NA,NA,NA,NA
"50846",0,NA,0,0,0,0,0,0,0,0,187294,20100331,2009,20100331,"CEUMF","15659Q104",NA,NA,NA,NA
"NA.8410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51675",0,NA,0,0,0,0,0,0,0,0,188856,20100430,2009,20100430,"TAX","53128T102",NA,NA,NA,NA
"52303",0,NA,0,0,0,0,0,0,0,0,197956,20100331,2009,20100331,"BNNY","03600T104",NA,NA,NA,NA
"52463",0,NA,0,0,0,0,0,0,0,0,204867,20100331,2009,20100331,"WIT","97651M109",0.128262548262548,34015.8168,1,20
"52736",0,NA,0,0,0,0,0,0,0,0,223547,20100331,2009,20100331,"MTENY","559778402",1.30661585365854,1033.2,5,16
"53384",0,NA,0,0,0,0,0,0,0,0,277847,20100331,2009,20100331,"MIGGF","59861N103",0.730439716312057,367.59405,4,13
"2",4,NA,0,1,1,0,0,1,0,0,1004,20110531,2010,20110531,"AIR","000361105",0.796180371352785,1049.82059,4,16
"27",0,NA,0,0,0,0,0,0,0,0,1075,20101231,2010,20101231,"PNW","723484101",0.81696984318456,4508.5165,4,18
"48",0,NA,0,0,0,0,0,0,0,0,1094,20100630,2010,20100630,"ACET","004446100",0.95891797556719,145.62795,4,10
"89",3,NA,0,1,0,0,0,0,1,0,1173,20110131,2010,20110131,"AIM","008015307",0.660112044817927,13.38393,4,3
"112",0,NA,0,0,0,0,0,0,0,0,1224,20101231,2010,20101231,"EGN1","010284008",NA,NA,NA,NA
"177",0,NA,0,0,0,0,0,0,0,0,1327,20100930,2010,20100930,"SWKS","83088M102",0.353352685050798,3726.03621,2,18
"200",0,NA,0,0,0,0,0,0,0,0,1382,20101231,2010,20101231,"LCC","90341W108",0.0518381618381618,1620.36875,1,17
"218",0,NA,0,0,0,0,0,0,0,0,1410,20101031,2010,20101031,"ABM","000957100",0.622643015521064,1186.91925,3,16
"242",0,NA,0,0,0,0,0,0,0,0,1440,20101231,2010,20101231,"AEP","025537101",0.78742356864925,17299.43586,4,20
"265",0,NA,0,0,0,0,0,0,0,0,1487,20101231,2010,20101231,"AIG","026874784",0.902858382506074,40062.78266,4,20
"295",0,NA,0,0,0,0,0,0,0,0,1545,20101231,2010,20101231,"ARL","029174109",0.054,91.16265,1,8
"372",0,NA,0,0,0,0,0,0,0,0,1676,20100630,2010,20100630,"MXLP","57799S939",NA,NA,NA,NA
"412",0,NA,0,0,0,0,0,0,0,0,1712,20101231,2010,20101231,"TREC","894648104",0.540226244343891,104.67886,3,9
"432",0,NA,0,0,0,0,0,0,0,0,1742,20101231,2010,20101231,"PNW1","040555005",NA,NA,NA,NA
"574",0,NA,0,0,0,0,0,0,0,0,1988,20101231,2010,20101231,"BLL","058498106",0.259147685525349,5857.67595,2,19
"594",0,NA,0,0,0,0,0,0,0,0,2019,20101231,2010,20101231,"BK","064058100",0.862907284768212,37494.206,4,20
"618",0,NA,0,0,0,0,0,0,0,0,2055,20101231,2010,20101231,"ABX","067901108",0.359037232042121,53100.23,2,20
"640",0,NA,0,0,0,0,0,0,0,0,2086,20101231,2010,20101231,"BAX","071813109",0.223391939944686,29396.70446,2,20
"660",0,NA,0,0,0,0,0,0,0,0,2124,20101231,2010,20101231,"BELFB","077347300",0.787811715481172,279.6778,4,12
"687",0,NA,0,0,0,0,0,0,0,0,2176,20101231,2010,20101231,"BRK.B","084670702",0.794349020097366,198046.3398,4,20
"712",0,NA,0,0,0,0,0,0,0,0,2237,20101231,2010,20101231,"SPEX.2","84899R934",0.292816901408451,15.16276,2,3
"757",0,NA,0,0,0,0,0,0,0,0,2295,20100630,2010,20100630,"BOLT","097698104",0.946857142857143,75.99375,4,8
"789",0,NA,0,0,0,0,0,0,0,0,2352,20100731,2010,20100731,"BRC","104674106",0.686742179072276,1463.47344,4,16
"814",0,NA,0,0,0,0,0,0,0,0,2406,20101231,2010,20101231,"CYSTF","14889B102",4.72085106382979,89.711955,5,8
"837",5,NA,0,1,0,1,0,1,0,1,2435,20110430,2010,20110430,"BF.B","115637209",0.197716392986362,10418.9814,2,19
"865",0,NA,0,0,0,0,0,0,0,0,2490,20101231,2010,20101231,"BRK3","08499Z004",NA,NA,NA,NA
"912",0,NA,0,0,0,0,0,0,0,0,2558,20101231,2010,20101231,"CNA","126117100",1.50462846580407,7280.20995,5,19
"936",0,NA,0,0,0,0,0,0,0,0,2581,20101231,2010,20101231,"CVV","126601103",0.468597222222222,34.6968,3,5
"957",4,NA,0,1,1,1,0,0,1,0,2615,20110228,2010,20110228,"CAMP","128126109",0.205049180327869,85.84835,2,8
"986",0,NA,0,0,0,0,0,0,0,0,2697,20101231,2010,20101231,"NXY","65334H102",0.726425438596491,11986.0968,4,19
"1009",0,NA,0,0,0,0,0,0,0,0,2735,20101231,2010,20101231,"CPTP","140430109",0.20198,66,2,7
"1031",0,NA,0,0,0,0,0,0,0,0,2787,20100630,2010,20100630,"CRS","144285103",0.397246420956442,1443.43661,2,16
"1054",0,NA,0,0,0,0,0,0,0,0,2817,20101231,2010,20101231,"CAT","149123101",0.180906470211403,59832.16218,2,20
"1086",0,NA,0,0,0,0,0,0,0,0,2859,20101231,2010,20101231,"CNL","12561W105",0.707483745123537,1861.77976,4,17
"1125",0,NA,0,0,0,0,0,0,0,0,2942,20100731,2010,20100731,"CMN","138098108",0.781851385390428,267.83208,4,12
"1150",0,NA,0,0,0,0,0,0,0,0,2990,20101231,2010,20101231,"CLSN","15117N404",-0.167463414634146,27.32855,1,5
"1261",0,NA,0,0,0,0,0,0,0,0,3169,20101231,2010,20101231,"OMED","68234X102",NA,NA,NA,NA
"1287",2,NA,0,0,1,0,0,1,0,0,3218,20110131,2010,20110131,"CMRO","200080109",1.52941176470588,2.49696,5,1
"1311",0,NA,0,0,0,0,0,0,0,0,3238,20101231,2010,20101231,"CBSH","200525103",0.586828593002769,3445.62398,3,18
"1354",0,NA,0,0,0,0,0,0,0,0,3342,20101231,2010,20101231,"CTG","205477102",0.487463235294118,159.84896,3,10
"1377",0,NA,0,0,0,0,0,0,0,0,3382,20101231,2010,20101231,"SSTK","825690100",NA,NA,NA,NA
"1421",0,NA,0,0,0,0,0,0,0,0,3439,20101231,2010,20101231,"CMS","125896100",0.601537634408602,4643.0808,3,18
"1531",3,NA,0,1,0,0,0,0,1,0,3622,20110331,2010,20110331,"CRWS","228309100",0.676880165289256,46.38172,4,6
"1574",0,NA,0,0,0,0,0,0,0,0,3734,20101231,2010,20101231,"DAN","235825205",0.37211504938989,2480.40846,2,17
"1598",0,NA,0,0,0,0,0,0,0,0,3806,20100930,2010,20100930,"DWSN","239360100",0.903302063789869,210.5883,4,11
"1621",0,NA,0,0,0,0,0,0,0,0,3835,20101031,2010,20101031,"DE","244199105",0.194005208333333,32423.424,2,20
"1664",0,NA,0,0,0,0,0,0,0,0,3908,20100630,2010,20100630,"DEWY","252063102",0.848478260869565,3.1326,4,1
"1748",0,NA,0,0,0,0,0,0,0,0,4060,20101231,2010,20101231,"DOW","260543103",0.447668424135911,39848.78838,3,20
"1793",0,NA,0,0,0,0,0,0,0,0,4115,20100731,2010,20100731,"DY","267475101",1.12782320441989,349.8368,5,12
"1861",0,NA,0,0,0,0,0,0,0,0,4241,20101231,2010,20101231,"EE","283677854",0.691456592807846,1171.97963,4,16
"1881",0,NA,0,0,0,0,0,0,0,0,4275,20101231,2010,20101231,"ELSE","285233102",0.670402684563759,15.11754,4,3
"1905",0,NA,0,0,0,0,0,0,0,0,4331,20101231,2010,20101231,"EDE","291641108",0.712477477477477,923.0094,4,15
"1926",0,NA,0,0,0,0,0,0,0,0,4367,20101231,2010,20101231,"WFT","G48833100",0.560364035087719,16776.4452,3,20
"1953",4,NA,0,1,0,0,0,1,1,0,4415,20110228,2010,20110228,"ETCC","294092101",0.237854545454545,25.03875,2,5
"1977",0,NA,0,0,0,0,0,0,0,0,4448,20101231,2010,20101231,"ESCA","296056104",1.06738244514107,81.5364,5,8
"2002",2,NA,0,0,1,0,0,0,1,0,4476,20110331,2010,20110331,"EXAR","300645108",0.914093178036606,267.5652,4,12
"2048",0,NA,0,0,0,0,0,0,0,0,4560,20100831,2010,20100831,"FDO","307000109",0.254664641271325,5582.08387,2,19
"2073",0,NA,0,0,0,0,0,0,0,0,4601,20101231,2010,20101231,"3FNMA","313586109",-64.937,1715.5512,1,17
"2096",5,NA,0,1,1,1,0,1,0,0,4611,20110131,2010,20110131,"M","55616P104",0.564267818574514,9800.34415,3,19
"2120",0,NA,0,0,0,0,0,0,0,0,4669,20101231,2010,20101231,"FINGF","318071404",0.298571428571429,4644.06579,2,18
"2149",2,NA,0,0,0,0,0,1,0,1,4695,20110331,2010,20110331,"FCIC","30246C104",0.538,0.3122,3,1
"2178",0,NA,0,0,0,0,0,0,0,0,4759,20100930,2010,20100930,"BDL","338517105",1.20852941176471,13.29468,5,3
"2225",0,NA,0,0,0,0,0,0,0,0,4840,20101231,2010,20101231,"F1","345397004",NA,NA,NA,NA
"2270",5,NA,0,1,0,1,0,1,1,0,4900,20110430,2010,20110430,"FEIM","358010106",0.838599221789883,85.30344,4,8
"2312",0,NA,0,0,0,0,0,0,0,0,4988,20101231,2010,20101231,"GCI","364730101",0.598681245858184,3614.19081,3,18
"2338",0,NA,0,0,0,0,0,0,0,0,5045,20101231,2010,20101231,"MCLN","58405Y302",-0.125,3.88074,1,1
"2361",5,NA,0,1,0,1,0,1,1,0,5071,20110531,2010,20110531,"GIS","370334104",0.248229821473472,25643.696,2,20
"2386",0,NA,0,0,0,0,0,0,0,0,5116,20101231,2010,20101231,"GNTX","371901109",0.212435723951286,4206.15152,2,18
"2409",3,NA,0,0,0,0,0,1,1,0,5165,20110331,2010,20110331,"GIGA","375175106",1.65259649122807,14.2329,5,3
"2447",0,NA,0,0,0,0,0,0,0,0,5237,20101231,2010,20101231,"GRC","383082104",0.368276608910891,542.62048,2,14
"2472",2,NA,0,0,0,0,0,1,0,0,5254,20110331,2010,20110331,"GHM","384556106",0.311842105263158,236.19204,2,11
"2502",0,NA,0,0,0,0,0,0,0,0,5327,20101231,2010,20101231,"PXFG","71903M209",0.963065815051375,2.9495791,4,1
"2544",0,NA,0,0,0,0,0,0,0,0,5408,20101231,2010,20101231,"HMG","404232100",2.0949081803005,6.0499,5,2
"2608",4,NA,0,1,1,0,0,1,0,0,5530,20110331,2010,20110331,"HWKN","420261109",0.322246835443038,423.41156,2,13
"2632",0,NA,0,0,0,0,0,0,0,0,5567,20101031,2010,20101031,"HEI","422806109",0.285652872639614,1642.2422,2,17
"2678",0,NA,0,0,0,0,0,0,0,0,5621,20100930,2010,20100930,"HICKA","428839104",0.618588235294118,5.304,3,2
"2703",0,NA,0,0,0,0,0,0,0,0,5671,20101231,2010,20101231,"PNK","723456109",0.58756062767475,863.51984,3,15
"2728",0,NA,0,0,0,0,0,0,0,0,5697,20101231,2010,20101231,"HH","439104100",0.895571428571429,48.713,4,6
"2751",0,NA,0,0,0,0,0,0,0,0,5750,20101031,2010,20101031,"HOV","442487203",-1.73056179775281,276.5408,1,12
"2800",0,NA,0,0,0,0,0,0,0,0,5811,20100630,2010,20100630,"HYDI","449001106",0.743838383838384,4.72428,4,2
"2823",0,NA,0,0,0,0,0,0,0,0,5862,20101231,2010,20101231,"RYN","754907103",0.295363670982483,4237.41864,2,18
"2845",0,NA,0,0,0,0,0,0,0,0,5902,20100630,2010,20100630,"IMMU","452907108",0.175080906148867,232.55958,1,11
"2870",0,NA,0,0,0,0,0,0,0,0,5959,20101231,2010,20101231,"IR","G47791101",0.515379061371841,15453.28985,3,20
"2911",0,NA,0,0,0,0,0,0,0,0,6024,20100930,2010,20100930,"ICB","61745P874",NA,160.62591,NA,10
"2948",0,NA,0,0,0,0,0,0,0,0,6089,20101231,2010,20101231,"AIG1","459745006",NA,NA,NA,NA
"2993",0,NA,0,0,0,0,0,0,0,0,6135,20101231,2010,20101231,"ENB","29250N105",0.343428114448196,21663.95,2,20
"3018",0,NA,0,0,0,0,0,0,0,0,6194,20101231,2010,20101231,"ISRL","465141406",0.0809027283511269,229.1274,1,11
"3037",0,NA,0,0,0,0,0,0,0,0,6223,20101231,2010,20101231,"EME","29084Q100",0.596811594202899,1931.83578,3,17
"3062",0,NA,0,0,0,0,0,0,0,0,6268,20100930,2010,20100930,"JCI","478366107",0.490104918032787,20548.6735,3,20
"3084",0,NA,0,0,0,0,0,0,0,0,6310,20101231,2010,20101231,"KMI","49456B101",NA,NA,NA,NA
"3106",0,NA,0,0,0,0,0,0,0,0,6333,20101231,2010,20101231,"KCLI","484836101",1.79396306388132,378.75501,5,13
"3137",0,NA,0,0,0,0,0,0,0,0,6375,20101231,2010,20101231,"K","487836108",0.115555990602976,18675.05232,1,20
"3162",3,NA,0,1,0,0,0,0,1,0,6410,20110430,2010,20110430,"KEQU","492854104",1.10047747747748,28.6158,5,5
"3186",0,NA,0,0,0,0,0,0,0,0,6461,20101231,2010,20101231,"KEX","497266106",0.490040862656073,2359.18585,3,17
"3213",6,NA,0,1,1,1,0,1,0,1,6506,20110331,2010,20110331,"KUBTY","501173207",0.640237741456166,11982.09873,3,19
"3263",0,NA,0,0,0,0,0,0,0,0,6573,20100630,2010,20100630,"LANC","513847103",0.322618065967016,1503.04448,2,16
"NA.150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345",0,NA,0,0,0,0,0,0,0,0,6742,20101231,2010,20101231,"LNC","534187109",1.45851851851852,8780.14539,5,19
"3395",0,NA,0,0,0,0,0,0,0,0,6831,20100831,2010,20100831,"LUB","549282101",1.17342857142857,137.5136,5,9
"3414",0,NA,0,0,0,0,0,0,0,0,6865,20101231,2010,20101231,"MDC","552676108",0.72528328119569,1356.27534,4,16
"3459",0,NA,0,0,0,0,0,0,0,0,6994,20101231,2010,20101231,"MTW","563571108",0.279771167048055,1722.49668,2,17
"3499",0,NA,0,0,0,0,0,0,0,0,7092,20100630,2010,20100630,"CCUR","206710402",0.850594479830149,39.36147,4,6
"3526",0,NA,0,0,0,0,0,0,0,0,7124,20101231,2010,20101231,"MXWL","577767106",0.171429327686607,513.46798,1,14
"3571",0,NA,0,0,0,0,0,0,0,0,7183,20101231,2010,20101231,"MKTY","583538202",-0.381132075471698,3.79374,1,1
"3588",4,NA,0,1,1,0,0,0,1,0,7205,20110331,2010,20110331,"MDCI","58449L100",1.07709523809524,137.6172,5,9
"3610",4,NA,0,1,1,0,0,0,1,0,7251,20110131,2010,20110131,"MENT","587200106",0.548237141735375,1416.756015,3,16
"3651",0,NA,0,0,0,0,0,0,0,0,7295,20100630,2010,20100630,"EVI","29414M100",0.947699115044248,7.94842,4,2
"3675",6,NA,0,1,1,1,0,1,1,0,7316,20110131,2010,20110131,"MIK","59408Q106",NA,NA,NA,NA
"3700",0,NA,0,0,0,0,0,0,0,0,7350,20100930,2010,20100930,"MFCO","595176108",1.24786666666667,1.94325,5,1
"3725",4,NA,0,1,1,0,0,0,1,0,7401,20110531,2010,20110531,"MLHR","600544100",0.140697211155378,1457.0299,1,16
"3754",0,NA,0,0,0,0,0,0,0,0,7449,20101231,2010,20101231,"ETR4","29364N009",NA,NA,NA,NA
"3775",5,NA,0,1,1,0,0,1,1,0,7486,20110331,2010,20110331,"MOD","607828100",0.483128872366791,751.25244,3,15
"3842",0,NA,0,0,0,0,0,0,0,0,7590,20101231,2010,20101231,"STR1","74899X007",NA,NA,NA,NA
"3867",0,NA,0,0,0,0,0,0,0,0,7647,20101231,2010,20101231,"BAC","060505104",1.57345577211394,134535.9677,5,20
"3890",6,NA,0,1,1,1,0,1,1,0,7662,20110531,2010,20110531,"BMRA","09061H307",1.40111111111111,3.0906,5,1
"3913",5,NA,0,1,1,0,0,1,0,1,7696,20110331,2010,20110331,"NATH","632347100",0.437314652656159,87.07179,3,8
"3971",0,NA,0,0,0,0,0,0,0,0,7824,20101231,2010,20101231,"NVE","67073Y106",1.01346619217082,3306.28815,4,18
"4020",4,NA,0,1,0,0,0,1,0,1,7906,20110531,2010,20110531,"NKE","654106103",0.249039668442866,39522.6,2,20
"4043",0,NA,0,0,0,0,0,0,0,0,7920,20101231,2010,20101231,"NRDS","655555100",0.126666666666667,16.77225,1,4
"4083",0,NA,0,0,0,0,0,0,0,0,7970,20101231,2010,20101231,"ES","30040W108",0.677521957340025,5625.16224,4,19
"4123",0,NA,0,0,0,0,0,0,0,0,7993,20101231,2010,20101231,"NWN","667655104",0.559285560576716,1239.26196,3,16
"4149",0,NA,0,0,0,0,0,0,0,0,8020,20101231,2010,20101231,"NVO","670100205",0.102217287021409,64366.73801,1,20
"4182",0,NA,0,0,0,0,0,0,0,0,8079,20101231,2010,20101231,"OII","675232102",0.348906695640364,3984.48745,2,18
"4210",0,NA,0,0,0,0,0,0,0,0,8105,20100731,2010,20100731,"ODC","677864100",0.591467093235832,153.16,3,10
"4256",0,NA,0,0,0,0,0,0,0,0,8199,20101231,2010,20101231,"OTTR","689648103",0.779276841171251,811.50762,4,15
"4315",2,NA,0,1,1,0,0,0,0,0,8266,20110430,2010,20110430,"UWN","64126Q206",1.40416592697793,21.6256503,5,4
"4341",0,NA,0,0,0,0,0,0,0,0,8333,20101231,2010,20101231,"7259B","05299Q937",0.454541677486367,1382.58602,3,16
"4370",0,NA,0,0,0,0,0,0,0,0,8357,20101231,2010,20101231,"PKD","701081101",1.10625820568928,531.80633,5,14
"4393",0,NA,0,0,0,0,0,0,0,0,8387,20101231,2010,20101231,"GDP","382410405",0.152692743764172,664.55172,1,14
"4418",5,NA,0,1,1,0,0,1,1,0,8446,20110131,2010,20110131,"JCP","708160106",0.719276582475834,7590.969,4,19
"4442",0,NA,0,0,0,0,0,0,0,0,8471,20101231,2010,20101231,"PGL3","711123000",NA,NA,NA,NA
"4514",0,NA,0,0,0,0,0,0,0,0,8577,20101031,2010,20101031,"PNY","720186105",0.452685656154629,2131.59618,3,17
"4539",0,NA,0,0,0,0,0,0,0,0,8606,20101231,2010,20101231,"PBI","724479100",-0.0197890818858561,4918.96158,1,19
"4563",0,NA,0,0,0,0,0,0,0,0,8661,20101231,2010,20101231,"IPDN","74312Y103",NA,NA,NA,NA
"4645",0,NA,0,0,0,0,0,0,0,0,8823,20101231,2010,20101231,"PHM","745867101",0.743218085106383,2872.85056,4,18
"4684",6,NA,0,1,1,1,0,1,1,0,8867,20110331,2010,20110331,"QTM","747906204",-0.106666666666667,572.82372,1,14
